LGA_CODE,land_area,bus_stop,coach_stop,light_rail,train_station,wharf,all_bus_stops,all_train_stations,all_transpo,ntl17_count,ntl17_min,ntl17_mean,ntl17_max,ntl17_sum,ntl19_count,ntl19_min,ntl19_mean,ntl19_max,ntl19_sum
LGA17420,386.1588,1355.0,0.0,0.0,6.0,0.0,1355.0,6.0,1361.0,2171,0.17000000178813934,2.9196636774527867,66.51000213623047,6338.58984375,2171,0.2199999988079071,3.3312067271706587,71.13999938964844,7232.0498046875
LGA17550,1307.6562,159.0,12.0,0.0,0.0,0.0,171.0,0.0,171.0,6937,0.029999999329447746,0.5785008012964898,69.12000274658203,4013.06005859375,6937,0.09000000357627869,0.5934136159588078,45.459999084472656,4116.51025390625
LGA17620,8096.0892,11.0,0.0,0.0,3.0,0.0,11.0,3.0,14.0,44484,0.03999999910593033,0.19653517890561775,12.770000457763672,8742.6708984375,44484,0.05000000074505806,0.2393613434043701,14.699999809265137,10647.75
LGA17640,7127.3957,15.0,0.0,0.0,1.0,0.0,15.0,1.0,16.0,40285,0.05999999865889549,0.2042507194830582,11.8100004196167,8228.240234375,40285,0.05999999865889549,0.248695549095507,10.75,10018.7001953125
LGA17650,3226.5327,1.0,3.0,0.0,1.0,0.0,4.0,1.0,5.0,17466,0.07000000029802322,0.19459007243090146,10.420000076293945,3398.710205078125,17466,0.05999999865889549,0.22128020880299581,10.779999732971191,3864.880126953125
LGA17750,4824.4889,121.0,0.0,0.0,1.0,0.0,121.0,1.0,122.0,27503,0.07999999821186066,0.3827382183307276,46.099998474121094,10526.44921875,27503,0.11999999731779099,0.41636512522497543,43.900001525878906,11451.2900390625
LGA17850,6261.0242,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,34107,0.029999999329447746,0.1950203787666388,9.75,6651.56005859375,34106,0.029999999329447746,0.23166276702138186,27.270000457763672,7901.09033203125
LGA17900,22308.3848,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,120005,0.019999999552965164,0.1737708682711137,24.170000076293945,20853.373046875,120005,0.09000000357627869,0.2286953863901504,17.110000610351562,27444.58984375
LGA17950,10753.7673,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,58688,0.019999999552965164,0.19970573333773514,20.3700008392334,11720.330078125,58688,0.10999999940395355,0.27556652539168996,15.8100004196167,16172.4482421875
LGA18020,12372.1201,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,67626,0.03999999910593033,0.19451663318749446,15.180000305175781,13154.3818359375,67626,0.09000000357627869,0.23563633185646055,11.420000076293945,15935.142578125
LGA18050,9.3507,246.0,0.0,0.0,1.0,0.0,246.0,1.0,247.0,51,7.480000019073486,17.84411860447304,43.70000076293945,910.050048828125,51,6.539999961853027,19.247450884650736,46.369998931884766,981.6199951171875
LGA18100,3414.8566,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,19180,0.05000000074505806,0.1968029288728493,15.65999984741211,3774.68017578125,19180,0.14000000059604645,0.2640766290976929,12.6899995803833,5064.98974609375
LGA18200,26256.2398,9.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,146893,0.029999999329447746,0.21055669560496415,70.36000061035156,30929.3046875,146893,0.07999999821186066,0.2571106977102381,75.05000305175781,37767.76171875
LGA18230,7534.5251,137.0,5.0,0.0,4.0,0.0,142.0,4.0,146.0,41627,0.05000000074505806,0.3021246070008648,68.36000061035156,12576.541015625,41627,0.10000000149011612,0.3457738798586254,55.630001068115234,14393.529296875
LGA18250,22.4258,363.0,0.0,0.0,3.0,0.0,363.0,3.0,366.0,126,2.0799999237060547,13.698492140997024,51.04999923706055,1726.010009765625,126,2.009999990463257,15.704206194196429,55.61000061035156,1978.72998046875
LGA18350,2689.3413,371.0,2.0,0.0,9.0,0.0,373.0,9.0,382.0,15191,0.07000000029802322,0.35065633022842474,29.790000915527344,5326.8203125,15191,0.05999999865889549,0.41696399826583175,29.280000686645508,6334.10009765625
LGA18400,2555.434,385.0,0.0,0.0,6.0,0.0,385.0,6.0,391.0,14381,0.10000000149011612,0.3992024320826959,22.59000015258789,5740.93017578125,14381,0.10000000149011612,0.4473457885513003,42.7599983215332,6433.27978515625
LGA18450,683.986,1626.0,0.0,0.0,25.0,0.0,1626.0,25.0,1651.0,3865,0.1899999976158142,3.592240560316947,203.67999267578125,13884.009765625,3865,0.20999999344348907,3.2662819372574385,161.89999389648438,12624.1796875
LGA18500,12.2775,270.0,0.0,0.0,1.0,0.0,270.0,1.0,271.0,69,3.759999990463257,17.236667798913043,46.400001525878906,1189.330078125,69,4.389999866485596,16.958841075067934,46.209999084472656,1170.1600341796875
LGA18710,3995.3257,30.0,6.0,0.0,1.0,0.0,36.0,1.0,37.0,22715,0.05999999865889549,0.24219371233903808,21.18000030517578,5501.43017578125,22715,0.10999999940395355,0.32947873101474795,35.97999954223633,7484.109375
LGA19399,93214.1592,,,,,,,,,505490,0.019999999552965164,0.1816853912787592,2.9600000381469727,91840.1484375,505490,0.05999999865889549,0.2410678716443451,6.25,121857.3984375
