LGA_CODE,LGA_NAME,s_mean_nonstrata,s_mean_strata,s_median_nonstrata,s_median_strata,s_mean_sales,s_median_sales,r_one_br,r_two_br,r_three_br,r_four_or_more_br,r_bedsitter,r_not_specified,r_flat,r_house,r_other,r_townhouse,r_weekly_rent_median,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_pct,Age_15_64_yr_pct,Age_over_65_yr_pct,Birthplace_Australia_P,Birthplace_Elsewhere_P,BP_Aus_pct,BP_Non_Aus_pct,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_P,Sec_Edu_Yr10_or_above,Sec_Edu_Yr9_or_below,Yr10_above_pct,Yr9_below_pct,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Single,MS_Married_pct,MS_Separated_pct,MS_Divorced_pct,MS_Widowed_pct,MS_Never_Married_pct,MS_Single_pct,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot,pct_no_pincome,pct_pincome_1_499,pct_pincome_500_999,pct_pincome_1_999,pct_pincome_1000_1499,pct_pincome_1500_1999,pct_pincome_1000_1999,pct_pincome_2000_2999,pct_pincome_3000_more,pct_pincome_ns,pct_no_fincome,pct_fincome_1_499,pct_fincome_500_999,pct_fincome_1_999,pct_fincome_1000_1499,pct_fincome_1500_1999,pct_fincome_1000_1999,pct_fincome_2000_2999,pct_fincome_3000_3999,pct_fincome_4000_more,pct_fincome_ns,pct_no_hincome,pct_hincome_1_499,pct_hincome_500_999,pct_hincome_1_999,pct_hincome_1000_1499,pct_hincome_1500_1999,pct_hincome_1000_1999,pct_hincome_2000_2999,pct_hincome_3000_3999,pct_hincome_4000_more,pct_part_hincome,pct_hincome_ns,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_P,pct_pgrad,pct_grad_cert_dip,pct_bach_deg,pct_adv_dip,pct_cert_iii_iv,pct_cert_i_ii,pct_others,land_area,bus_stop,coach_stop,light_rail,train_station,wharf,all_bus_stops,all_train_stations,all_transpo,ntl17_count,ntl17_min,ntl17_mean,ntl17_max,ntl17_sum,ntl19_count,ntl19_min,ntl19_mean,ntl19_max,ntl19_sum
LGA10850,Blayney,324.76562,0.0,271.75,0.0,324.76562,271.75,0.0,0.0,270.0,340.0,0.0,0.0,190.0,280.0,0.0,0.0,265.0,451,1058,457,324,707,861,1029,1014,759,426,165,1509,4392,1350,20.81092263136119,60.5709557302441,18.618121638394705,6206,451,93.22517650593359,6.774823494066397,2044,393,1885,497,341,8,4322,846,83.63003095975232,16.36996904024768,42,620,1581,1227,2.5,2904,212,557,354,1728,2851,50.46046915725457,3.68375325803649,9.678540399652476,6.151172893136402,30.026064291920072,49.539530842745435,0,6206,0,0,0,3,0,11,0,0,151,0,4,23,0,0,3,7,0,0,7,0,0,0,3,0,4,0,0,0,19,75,4,0,0,13,8,24,0,10,3,4,0,4,0,0,5,4,9,0,35,606,2023,333,1802,422,320,8,558,7.43184580656364,31.34224691786769,24.413960757075877,55.75620767494357,12.832088904323669,8.039590206633099,20.871679110956762,4.236846674769925,1.753776697343289,9.949644035422816,0.619514713474445,6.298399586990192,18.43056272586474,24.72896231285493,16.726897263810013,12.906556530717607,29.63345379452762,19.97934950955085,8.311822405782138,4.801239029426949,2.1683014971605576,0.010984848484848484,15.757575757575758,20.34090909090909,36.09848484848485,15.454545454545455,11.098484848484848,26.553030303030305,15.340909090909092,6.553030303030303,3.560606060606061,7.386363636363638,3.4090909090909087,5.8,59.5,56.0,112,85,547,428,1191,84,161,1432,0.34638461062658504,0.2628811777076761,1.6917176965423393,1.3236840477515928,3.683429207645203,0.7577163357456548,2.229850930908641,1524.6470000000002,2.0,5.0,0.0,2.0,0.0,7.0,2.0,9.0,8530,0.10999999940395357,0.36283120695339977,111.33999633789062,3094.9501953125,8530,0.14000000059604645,0.3958933142676583,82.5999984741211,3376.969970703125
LGA10900,Blue Mountains,710.5097099999998,546.68333,685.0,510.0,702.10836,680.0,295.0,370.0,440.0,550.0,0.0,0.0,340.0,440.0,400.0,390.0,420.0,4232,9837,4769,3631,6985,9687,10982,11758,9280,4107,1630,14069,47812,15017,18.295664386590023,62.175869333402694,19.528466280007283,60029,12954,82.2506611128619,17.7493388871381,34409,3950,15192,3601,1582,138,53551,5321,90.96174752004349,9.038252479956515,44,688,1866,1468,2.5,30869,1969,6607,3414,19978,31968,49.12551522192338,3.133504145646673,10.514505784808312,5.4331046994605074,31.79337014816112,50.874484778076614,7,60029,6,17,37,197,101,214,74,52,4385,81,102,557,69,97,261,129,32,21,283,174,106,93,51,158,87,47,18,16,359,1121,123,26,74,258,179,539,67,288,56,59,28,126,6,16,445,129,133,33,1411,3921,34246,3178,14412,2807,1307,138,3895,7.9290035020694045,28.25374084686405,23.87137854186565,52.12511938872971,14.178605539637058,9.952244508118431,24.13085004775549,6.112702960840497,2.4992040751353066,7.203120025469596,0.5867923620797459,3.7468135250829686,15.160405944879994,18.907219469962964,16.189697465249385,12.750709441585302,28.940406906834692,22.634793901207253,10.67769708046751,8.191044201818094,1.0966283488047712,0.009954593084177435,11.50890674118058,18.51903597624869,30.02794271742927,15.305623471882642,11.701012923506813,27.006636395389446,17.974152986377927,8.414250785888928,6.412853650017464,7.104435906391896,2.0642682500873213,4.7,59.9,57.1,4193,2034,11046,7368,10640,708,1723,13068,1.0588089724780372,0.5136220963559093,2.7893164583812067,1.8605543785399898,2.6867940537005284,0.6138718368934196,1.3274883778480902,1431.1442,850.0,1.0,0.0,18.0,0.0,851.0,18.0,869.0,8030,0.119999997317791,0.5726650062266501,25.51000022888184,4598.5,8030,0.10999999940395357,0.5729489147143524,23.36000061035156,4600.77978515625
LGA10950,Bogan,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,240.0,0.0,0.0,220.0,207,344,167,155,317,296,394,280,284,187,65,551,1609,536,20.437685459940653,59.68100890207714,19.881305637982198,2233,128,94.57856840321898,5.421431596781025,645,155,673,215,146,3,1473,364,80.18508437670114,19.81491562329885,40,634,1561,1155,2.4,993,85,138,182,742,1147,46.4018691588785,3.9719626168224296,6.4485981308411215,8.504672897196263,34.67289719626168,53.5981308411215,0,2233,0,0,0,0,0,3,0,0,20,7,0,4,0,3,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,3,7,5,7,0,0,0,3,0,0,0,0,0,0,3,3,0,4,9,334,623,140,657,195,135,3,303,7.398790134946487,28.80409492787343,21.033038622615173,49.83713355048861,13.26198231735691,8.096789204281059,21.358771521637973,3.908794788273616,2.652396463471382,14.844113541181946,1.5105740181268883,6.646525679758308,18.882175226586106,25.528700906344408,11.782477341389727,11.027190332326283,22.80966767371601,18.580060422960727,8.308157099697885,4.833836858006042,3.776435045317221,0.01145833333333333,17.708333333333332,19.27083333333333,36.97916666666666,11.666666666666664,10.208333333333334,21.875,13.958333333333336,6.5625,3.75,10.729166666666666,5.0,5.0,57.6,55.0,20,19,157,116,354,26,40,428,0.1975894092076665,0.18770993874728314,1.5510768622801818,1.1460185734044654,3.4973325429756965,0.6520450503852994,3.309622604228413,14599.8996,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,79865,0.029999999329447743,0.1933719450400676,24.8700008392334,15443.650390625,79865,0.10999999940395357,0.25125561005290176,24.70000076293945,20066.529296875
LGA11150,Bourke,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,210.0,222,395,121,159,369,294,401,309,209,110,40,617,1653,359,23.468999619627233,62.875618105743634,13.655382274629135,1969,101,95.12077294685992,4.879227053140097,573,151,467,204,134,16,1191,354,77.08737864077669,22.912621359223298,36,719,1562,1243,2.5,767,72,127,124,930,1253,37.97029702970297,3.564356435643564,6.2871287128712865,6.138613861386138,46.03960396039604,62.02970297029703,0,1969,0,0,0,0,0,0,0,0,18,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,13,3,12,0,4,5,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,16,560,569,138,459,188,127,16,467,6.392467789890982,22.596630327056488,21.704658077304266,44.301288404360754,12.586719524281467,7.680872150644202,20.267591674925672,3.3201189296333005,1.288404360753221,24.430128840436076,1.0695187165775402,5.882352941176472,16.577540106951872,22.459893048128343,13.725490196078429,12.29946524064171,26.02495543672014,18.360071301247768,7.664884135472372,2.6737967914438503,6.951871657754011,0.011961722488038276,13.157894736842106,19.138755980861248,32.29665071770335,14.832535885167465,10.76555023923445,25.598086124401913,14.473684210526313,6.578947368421053,2.15311004784689,10.526315789473683,7.177033492822965,6.4,53.1,49.7,27,8,165,144,247,31,32,305,0.2588438308886972,0.07669446841146582,1.5818234109864826,1.380500431406385,2.3679417122040074,0.6039689387402933,4.822164701370912,41599.5072,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,223969,0.009999999776482582,0.1783768938167782,26.01000022888184,39950.89453125,223969,0.09000000357627869,0.2297095942965321,22.040000915527344,51447.828125
LGA11200,Brewarrina,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,124,255,95,123,231,155,270,216,110,45,21,379,1090,176,23.039513677811552,66.26139817629179,10.699088145896656,1448,35,97.63991908293998,2.3600809170600137,312,96,365,165,141,7,773,313,71.17863720073666,28.821362799263355,34,439,923,864,2.6,323,35,68,72,778,953,25.31347962382445,2.74294670846395,5.329153605015674,5.6426332288401255,60.9717868338558,74.68652037617555,0,1448,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,166,306,87,346,162,142,7,176,6.274821286735504,41.14376489277204,19.14217633042097,60.28594122319301,8.57823669579031,5.083399523431295,13.661636219221606,2.3034154090548054,0.4765687053216839,16.997617156473392,2.295918367346939,17.091836734693878,25.0,42.091836734693885,12.244897959183671,8.418367346938776,20.663265306122447,11.224489795918366,3.3163265306122454,2.0408163265306123,6.3775510204081645,0.012589928057553957,23.920863309352523,22.482014388489212,46.40287769784173,13.129496402877695,9.532374100719423,22.66187050359712,7.733812949640287,2.6978417266187047,2.1582733812949644,10.071942446043163,7.014388489208633,16.0,46.6,38.6,8,5,82,65,136,46,18,203,0.14563990533406154,0.09102494083378844,1.4928090296741308,1.18332423083925,2.4758783906790462,1.1651192426724923,4.187147278354269,19163.4798,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,103095,0.019999999552965164,0.16369748851180949,11.100000381469727,16876.392578125,103095,0.05000000074505806,0.2314924379516465,56.13000106811523,23865.712890625
LGA11250,Broken Hill,109.88418,0.0,87.5,0.0,109.88418,87.5,185.0,200.0,240.0,360.0,0.0,0.0,185.0,232.5,0.0,0.0,230.0,974,1972,949,962,2114,1861,2356,2663,2049,1219,593,2946,10905,3861,16.632791327913278,61.56842818428184,21.79878048780488,15364,800,95.05073001732245,4.949269982677556,3674,1133,4885,1759,1353,38,9692,3150,75.47111041893784,24.528889581062145,45,527,1279,965,2.2,6089,619,1612,1241,5202,8674,41.24500440289914,4.192914719230509,10.919189866558288,8.406150511413669,35.2367404998984,58.75499559710086,0,15364,3,3,0,7,0,9,7,0,154,6,7,33,13,3,50,0,0,0,12,30,7,3,0,3,19,0,7,3,19,72,4,3,0,124,0,27,0,21,7,8,0,7,0,0,21,3,8,0,63,1543,3635,1026,4749,1617,1316,38,1889,6.283893709327549,35.89343817787419,21.820770065075926,57.71420824295011,11.062906724511931,6.907537960954447,17.970444685466376,4.101138828633406,1.2337310195227766,12.696583514099787,0.5288673424416043,8.329660643455266,24.614367562803,32.94402820625827,16.108417805200528,10.863816659321287,26.972234464521808,15.888056412516525,6.081974438078449,3.966505068312032,3.3054208902600264,0.008370535714285714,21.121651785714285,23.353794642857146,44.47544642857143,14.243861607142858,9.765625,24.009486607142854,11.551339285714285,4.520089285714286,2.5809151785714284,7.087053571428571,4.938616071428571,8.8,51.3,46.7,192,178,893,804,2881,224,292,3399,0.25866946891924664,0.23980815347721826,1.2030824778379543,1.0831784010993453,3.881389270605987,0.6951741977204753,2.8399752108425615,170.1153,74.0,1.0,0.0,1.0,0.0,75.0,1.0,76.0,928,0.12999999523162842,2.2127585575498383,46.43999862670898,2053.43994140625,928,0.17000000178813934,2.4755496321053343,44.79999923706055,2297.31005859375
LGA11300,Burwood,8648.047340000001,848.7469100000002,2460.0,852.0,4199.15062,1045.0,450.0,577.5,720.0,760.0,0.0,580.0,550.0,690.0,550.0,600.0,580.0,1670,3129,2156,4403,7860,4385,4337,3615,2484,1798,976,4799,26756,5258,13.036155705864775,72.68084644011627,14.28299785401896,13758,21067,39.506101938262745,60.49389806173726,22516,1110,3034,970,1584,656,26660,3210,89.25343153665884,10.746568463341145,33,552,1725,1569,2.9,14564,680,1969,1474,13319,17442,45.50396800599887,2.1246016371930265,6.151971505342747,4.605386490033118,41.61407236143223,54.49603199400113,3,13758,93,28,58,32,55,7576,172,96,382,135,47,84,385,757,1566,277,54,27,168,1023,102,1238,589,312,43,31,118,1296,15,358,12,87,55,438,113,45,115,59,34,210,403,252,15,84,88,799,11,7,1113,1983,22333,730,2722,771,1535,655,2100,17.334541025080426,26.760783333853887,21.385513945716337,48.14629727957023,12.855670425086672,7.0962301277446365,19.951900552831308,4.938001686603991,2.6423462535528,6.9869132023612455,3.3344792024750776,6.313738971009512,14.873381459837287,21.1871204308468,15.18276612810817,11.859745617050535,27.042511745158702,18.90684083877621,9.189870516786984,11.011802452159962,0.9969061533172912,0.04653888005356993,10.647024357579307,14.614547585167825,25.261571942747132,13.76077676404118,10.956725537791915,24.717502301833097,17.468820624424538,8.788817276303675,9.53377416924751,7.876454340001674,1.6991713400853772,7.6,58.1,53.6,3271,510,7425,2750,2254,192,472,2916,1.9344270050977563,0.3016073899724413,4.391048765775248,1.6263143576945367,1.3329863862703586,0.39268099400333545,1.6594320318875893,7.1281,135.0,0.0,0.0,2.0,0.0,135.0,2.0,137.0,41,13.06999969482422,23.528537657202744,44.849998474121094,964.6700439453124,41,12.300000190734865,22.93317096989329,45.77999877929688,940.260009765625
LGA11350,Byron,1091.2973,838.82222,940.0,735.0,1018.46795,842.5,350.0,480.0,600.0,750.0,0.0,0.0,420.0,620.0,475.0,600.0,565.0,1553,3739,1607,1194,3390,4381,4879,5482,3371,1270,687,5292,20933,5328,16.771780813234873,66.34234462650143,16.885874560263687,21560,5637,79.27344927749384,20.72655072250616,13315,1863,5374,1196,670,58,20552,1924,91.43975796405054,8.560242035949457,44,596,1389,1149,2.4,9753,955,3801,1334,10435,16525,37.11469670446761,3.6342187381079234,14.464571124134256,5.076489839409392,39.71002359388081,62.88530329553238,0,21560,0,0,3,160,38,20,9,17,1620,19,131,341,28,20,67,27,4,0,76,135,142,15,5,27,17,11,0,7,150,752,18,3,47,57,31,109,15,176,3,20,14,65,9,8,332,19,32,24,809,4364,13240,1587,5128,976,593,58,3717,5.68861135437688,30.57533412024521,27.140844534135475,57.716178654380684,11.369607432509616,5.334501009024104,16.704108441533716,2.8976126108974603,2.2883905113658,14.705098427445455,0.8762612851832182,6.439192777482741,20.20711630377058,26.646309081253317,19.822092405735532,12.533191715347847,32.35528412108338,15.825809877854487,5.177907594264472,5.257567711099309,1.579925650557621,0.01055316155131475,15.240524140357051,21.95937032802744,37.19989446838449,17.210447629935807,10.438835634508838,27.64928326444464,12.716559669334274,4.748922698091637,3.9486412804502677,10.430041333216076,2.251341130947146,6.5,55.2,51.6,1109,593,4526,2787,4102,236,619,4955,0.6684064924028279,0.3574076194723868,2.727869959075924,1.6797555404208129,2.4723204975981967,0.5153178999138124,2.587438297461984,565.8029,49.0,10.0,0.0,0.0,0.0,59.0,0.0,59.0,3008,0.07000000029802322,0.4439793850513215,17.950000762939453,1335.489990234375,3008,0.12999999523162842,0.4736203132791722,19.36000061035156,1424.64990234375
LGA11400,Cabonne,372.15322000000003,0.0,345.0,0.0,372.15322000000003,345.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,831,2054,907,513,1193,1555,1887,1782,1559,792,306,2885,7837,2657,21.56364451752747,58.576874205844966,19.859481276627548,11515,796,93.5342376736252,6.4657623263747865,3912,715,3285,929,652,31,7912,1612,83.07433851322973,16.925661486770267,43,631,1618,1301,2.6,5901,333,800,684,2787,4604,56.17325083293671,3.1699190861494517,7.6154212279866735,6.511185149928607,26.530223702998573,43.826749167063305,0,11515,0,3,0,10,0,8,10,0,260,0,5,36,0,7,19,3,0,0,13,14,3,3,3,6,5,0,0,0,16,116,7,3,5,36,3,21,0,51,0,0,0,6,0,0,12,0,8,9,73,1074,3852,584,3146,796,618,31,930,7.9481559134661195,29.63880682359668,25.045268274087487,54.68407509768417,12.81806918898313,7.538358905937293,20.356428094920425,4.421995616125035,2.4873725340703325,10.101972743733917,1.0514350667803354,4.717249218527991,18.10173344700199,22.81898266552998,16.624040920716116,12.389883489627733,29.01392441034385,19.607843137254907,8.21256038647343,6.194941744813868,2.2733731173628877,0.013850415512465374,13.829107180907734,19.965906669507774,33.795013850415515,14.915832090347324,10.654165778819518,25.56999786916684,15.49115704240358,6.690816109098657,5.028766247602813,8.459407628382698,3.579799701683358,4.3,60.0,57.4,245,138,1112,900,2048,167,282,2494,0.4175400923700939,0.23518584794723654,1.8951207457777324,1.5338207474819776,3.490294323158989,0.7652061284660088,2.03657310360107,6022.3498,10.0,5.0,0.0,0.0,0.0,15.0,0.0,15.0,33530,0.059999998658895486,0.22426425787075008,17.299999237060547,7519.58056640625,33530,0.14000000059604645,0.2782791588223233,10.199999809265137,9330.7001953125
LGA11450,Camden,784.61334,529.30882,750.0,520.0,773.5414599999998,745.0,320.0,392.5,460.0,532.5,0.0,510.0,380.0,520.0,445.0,450.0,510.0,6552,12151,5357,4846,11903,11954,9839,7377,4977,2292,980,18703,51276,8249,23.908319271871964,65.54686301579997,10.544817712328069,60543,13768,81.47246033561653,18.527539664383468,28094,4117,17051,4182,2052,267,49262,6501,88.3417319728135,11.658268027186484,33,821,2161,2047,3.1,32954,1877,4170,2317,18190,26554,55.37742824494186,3.154197754923708,7.007461181689857,3.8935941386032127,30.56731867984136,44.622571755058146,93,60543,68,98,81,98,249,493,192,158,2454,541,43,257,91,78,675,89,84,296,260,523,21,50,267,119,315,122,13,44,154,1069,133,153,43,543,146,420,63,371,87,132,51,140,76,34,179,161,96,151,1701,3909,27831,3364,16194,3394,1827,264,3669,9.267972977514873,21.974254697005343,23.268241857963904,45.24249655496925,18.30739757335395,11.492958693241016,29.800356266594964,6.3909521728901275,2.2266662185325847,7.071555809498202,0.872624912033779,3.007271874266948,10.813980764719679,13.821252638986628,12.249589490968802,13.29580107905231,25.54539057002111,28.003753225428106,13.497536945812808,8.829462819610601,1.3464696223316912,0.008888519687655756,6.354876225286592,11.388935039043028,17.743811264329622,12.630835686991196,12.80528326964612,25.43611895663732,25.282438943346072,12.605914603754776,8.85113806280113,7.414022262834357,1.7777039375311514,4.1,70.1,67.2,1842,864,6968,6135,12333,786,1392,14507,0.5440384666503238,0.2551841667675786,2.0580130486533426,1.81198479527673,3.642576769380263,0.6432767537266044,1.402626861087073,201.0281,570.0,0.0,0.0,1.0,0.0,570.0,1.0,571.0,1124,0.36000001430511475,5.220240039757562,56.540000915527344,5867.5498046875,1124,0.3899999856948853,6.211832392682385,55.04999923706055,6982.099609375
LGA11500,Campbelltown,666.8058199999998,484.79168,645.0,485.0,624.4610700000001,620.0,280.0,350.0,410.0,500.0,0.0,405.0,350.0,430.0,390.0,380.0,400.0,11605,22257,10656,11451,23307,21097,19566,18553,12079,4780,1666,33862,104630,18525,21.56581771400549,66.63609672837974,11.79808555761478,97314,49325,66.36297301536426,33.63702698463574,58394,8161,31299,9109,5551,1159,97854,15819,86.08376659365021,13.916233406349793,34,632,1597,1459,3.0,58312,4976,10364,5459,44034,64833,47.35230825449675,4.040764951885988,8.416094847537456,4.432985504892606,35.75784644118722,52.64769174550327,266,97314,3354,215,407,132,809,1568,393,798,3918,2678,81,483,315,269,4625,597,203,704,328,481,84,153,1135,429,271,474,80,1096,252,4247,168,1099,86,4111,477,764,123,905,154,638,84,555,186,77,303,843,122,195,7600,10371,57705,6601,29670,7832,5266,1161,9289,11.271791290791429,28.18516202895491,26.01313770228245,54.19829973123736,15.526523055936732,7.132359508594719,22.65888256453145,3.070065038934044,0.9191519767451302,7.881809397760582,1.230607163378663,5.810668454319097,17.85816893315457,23.668837387473666,17.168645853284808,14.549415820724,31.71806167400881,21.406339781651024,7.6398199578624775,4.256847347251484,1.6400114920513311,0.012043372144200376,10.875045012603529,17.762973632617133,28.63801864522066,16.50462129396231,13.397751370383705,29.902372664346018,18.751250350098022,7.192013763853879,4.455247469291401,7.49409834753731,2.3626615452326654,7.9,60.7,55.9,4641,1202,13056,10444,20731,1675,2858,25265,0.7330630219381864,0.1898603215620987,2.0622432265513817,1.6496682182983018,3.2745377090714376,0.7160040246597282,1.8779112837369316,311.9111,1157.0,0.0,0.0,8.0,0.0,1157.0,8.0,1165.0,1755,0.25999999046325684,5.200353343126781,73.62000274658203,9126.6201171875,1755,0.30000001192092896,5.288051437856125,70.44999694824219,9280.5302734375
LGA11520,Canada Bay,2230.7088,1017.02949,2155.0,930.0,1430.408,1250.0,510.0,650.0,780.0,972.5,0.0,600.0,610.0,750.0,555.0,700.0,630.0,5463,8822,4009,6281,16685,13340,11236,9267,6867,4023,2020,14285,60818,12910,16.230556849556315,69.10115551111767,14.668287639326007,46864,35675,56.778007971989005,43.221992028010995,50366,2748,9090,2481,3047,817,62204,6345,90.74384746677559,9.256152533224409,36,882,2361,2061,2.6,37469,1623,5266,3473,25900,36262,50.81851595665324,2.2012450665256136,7.142179002047985,4.710366060408783,35.12769391436438,49.18148404334678,14,46864,74,59,62,150,159,8647,162,367,2225,188,137,272,657,1194,2113,388,327,56,530,3668,216,3125,436,724,130,78,83,381,109,1251,89,156,65,712,182,287,245,430,88,365,276,358,56,249,372,655,55,53,2995,5473,50108,2088,8430,1923,2919,815,5142,11.732631636057837,20.2696470715894,18.366654911428803,38.6363019830182,14.886200254998233,11.025960990695276,25.912161245693518,8.834061253831756,7.244391395165883,7.640452486232808,2.0945288367960058,3.854779333982144,10.23991875766936,14.094698091651507,11.094655777937632,9.524816993187493,20.61947277112512,20.192104260990988,14.039690263614435,19.35006135488512,0.9309017052426692,0.028493133621897676,8.367327873446891,11.328745367919536,19.696073241366427,11.440849500202413,10.030205835642887,21.471055335845296,18.223149503316414,12.976053311742909,15.545106343225484,7.666677046678915,1.5725718556347896,5.0,63.8,60.6,8017,1739,18289,7121,6594,490,1576,8658,1.8280364284769632,0.3965267991918971,4.170257981840487,1.623730498588556,1.503563952772495,0.4710893428007242,1.5215775336443529,19.9233,355.0,0.0,0.0,4.0,0.0,355.0,4.0,359.0,114,6.980000019073486,16.783596105742873,48.95000076293945,1913.3299560546875,114,7.449999809265138,17.033860591419955,54.45000076293945,1941.860107421875
LGA11570,Canterbury-Bankstown,1105.96576,612.36991,1051.0,590.4,892.5736199999999,863.0,390.0,430.0,550.0,680.0,280.0,430.0,430.0,560.0,440.0,570.0,475.0,24976,46061,21865,24494,53063,46854,43804,36941,24897,15862,7487,71037,227021,48246,20.512901958972467,65.55540796525597,13.931690075771575,171649,152698,52.92140824487354,47.07859175512646,153256,13366,45825,13987,19596,8070,212447,41653,83.60763478945297,16.392365210547027,35,502,1437,1298,3.0,141340,9495,21802,14926,87696,133919,51.34800315339372,3.4494784911665013,7.920540291143976,5.422529326924823,31.859448737370986,48.651996846606295,469,171649,7081,350,502,204,547,18846,616,2847,2841,2241,223,748,7042,2247,5073,3628,630,1862,552,3785,358,3211,19818,1860,539,640,1443,2902,200,4455,95,4853,143,4114,628,388,423,550,268,646,459,1193,1971,697,530,19068,81,160,18681,21956,151176,9802,42076,11476,19128,8057,20826,13.877515431369913,31.93521549422164,23.018263330560107,54.953478824781754,12.59323308543838,5.997071763590324,18.590304849028705,3.1233310687336284,1.267933631485444,8.187436194600565,2.2077493253783005,7.592198298928577,20.064444874582986,27.656643173511558,17.01413005112323,12.309426486160293,29.323556537283526,17.56065902285174,7.397497352750293,5.531328634702311,1.5621619775239959,0.02188175685080873,13.787919562736056,19.19804010727443,32.98595967001049,15.616967177364725,11.154313712753222,26.771280890117946,15.656870296303856,6.896743719898665,5.282987351639276,7.914737242601683,2.303245144347213,8.2,54.7,50.2,12861,2915,38458,23627,31027,2519,5512,39061,0.9865355274754862,0.22360244635650744,2.950018141330553,1.8123687821836023,2.380004495061186,0.6160381635297123,2.0329796349181875,110.2638,2040.0,0.0,0.0,18.0,0.0,2040.0,18.0,2058.0,618,2.4800000190734863,19.527185730177997,79.52999877929688,12067.80078125,618,2.690000057220459,19.854125581512946,83.97000122070312,12269.849609375
