LGA_CODE,LGA_NAME,s_mean_nonstrata,s_mean_strata,s_median_nonstrata,s_median_strata,s_mean_sales,s_median_sales,r_one_br,r_two_br,r_three_br,r_four_or_more_br,r_bedsitter,r_not_specified,r_flat,r_house,r_other,r_townhouse,r_weekly_rent_median,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_pct,Age_15_64_yr_pct,Age_over_65_yr_pct,Birthplace_Australia_P,Birthplace_Elsewhere_P,BP_Aus_pct,BP_Non_Aus_pct,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_P,Sec_Edu_Yr10_or_above,Sec_Edu_Yr9_or_below,Yr10_above_pct,Yr9_below_pct,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Single,MS_Married_pct,MS_Separated_pct,MS_Divorced_pct,MS_Widowed_pct,MS_Never_Married_pct,MS_Single_pct,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot,pct_no_pincome,pct_pincome_1_499,pct_pincome_500_999,pct_pincome_1_999,pct_pincome_1000_1499,pct_pincome_1500_1999,pct_pincome_1000_1999,pct_pincome_2000_2999,pct_pincome_3000_more,pct_pincome_ns,pct_no_fincome,pct_fincome_1_499,pct_fincome_500_999,pct_fincome_1_999,pct_fincome_1000_1499,pct_fincome_1500_1999,pct_fincome_1000_1999,pct_fincome_2000_2999,pct_fincome_3000_3999,pct_fincome_4000_more,pct_fincome_ns,pct_no_hincome,pct_hincome_1_499,pct_hincome_500_999,pct_hincome_1_999,pct_hincome_1000_1499,pct_hincome_1500_1999,pct_hincome_1000_1999,pct_hincome_2000_2999,pct_hincome_3000_3999,pct_hincome_4000_more,pct_part_hincome,pct_hincome_ns,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_P,pct_pgrad,pct_grad_cert_dip,pct_bach_deg,pct_adv_dip,pct_cert_iii_iv,pct_cert_i_ii,pct_others,land_area,bus_stop,coach_stop,light_rail,train_station,wharf,all_bus_stops,all_train_stations,all_transpo,ntl17_count,ntl17_min,ntl17_mean,ntl17_max,ntl17_sum,ntl19_count,ntl19_min,ntl19_mean,ntl19_max,ntl19_sum
LGA14750,Leeton,249.88889,0.0,256.5,0.0,248.57895,256.5,0.0,190.0,250.0,320.0,0.0,0.0,190.0,275.0,0.0,0.0,247.5,702,1595,953,584,1197,1224,1481,1409,1074,708,239,2297,6848,2021,20.571377395665415,61.32903456922802,18.099588035106574,9091,903,90.96457874724837,9.03542125275165,2453,694,3037,888,667,41,6184,1596,79.48586118251926,20.51413881748072,40,607,1456,1190,2.5,4284,299,632,631,3022,4584,48.3085250338295,3.3716734325665314,7.126747857465043,7.115471357690573,34.07758231844835,51.6914749661705,33,9091,3,0,0,10,3,19,8,3,92,18,0,16,4,3,88,4,3,0,0,185,5,3,0,14,0,0,0,0,6,108,0,6,6,92,4,20,0,30,3,15,6,18,0,0,7,4,3,6,57,1172,2403,543,2861,709,599,41,1070,8.798646362098138,29.441624365482234,27.20812182741117,56.6497461928934,13.164128595600676,5.888324873096447,19.052453468697127,2.4591088550479414,0.9926677946982516,12.047377326565144,1.1666059059423988,6.780896828290192,19.94166970470288,26.722566532993074,18.446955887714182,13.999270871308784,32.44622675902297,20.12395187750638,5.577834487787095,3.0987969376594973,1.895734597156398,0.012409513960703205,14.917269906928643,21.63908996897621,36.55635987590486,17.425025853154086,11.711478800413651,29.13650465356773,15.79627714581179,4.395036194415718,2.4301964839710446,6.514994829369183,3.929679420889349,5.2,56.0,53.0,97,75,663,480,1618,134,192,1946,0.2193180790449489,0.16957583431310486,1.4990503753278466,1.0852853396038709,3.6583159989147145,0.7370896264809623,2.923487383557927,1167.1877,0.0,3.0,0.0,1.0,0.0,3.0,1.0,4.0,6606,0.09000000357627869,0.3731986221096352,40.849998474121094,2465.35009765625,6606,0.15000000596046448,0.4388434756282168,35.75,2899.0
LGA14850,Lismore,426.01566,332.40625,395.0,321.5,417.4079,389.5,182.5,265.0,350.0,450.0,0.0,330.0,250.0,360.0,290.0,300.0,330.0,2256,5453,2785,2444,4395,5124,6124,6691,4429,2270,1148,7709,27563,7847,17.878429462649876,63.923096546765926,18.198473990584198,35360,4048,89.72797401542833,10.272025984571659,14267,2518,10370,2752,1850,107,27155,4709,85.22156665829777,14.778433341702234,43,550,1351,1067,2.4,14546,1396,4080,2016,13383,20875,41.0660342734536,3.9411648457129953,11.51859066655374,5.6915389175912585,37.782671296688406,58.933965726546404,0,35360,11,0,3,85,9,64,7,16,1052,29,55,220,5,19,108,47,12,4,51,172,42,28,3,49,7,5,3,3,116,528,25,26,49,160,20,98,15,112,11,15,17,47,3,0,150,52,24,34,453,3727,14170,2079,9936,2357,1685,107,3494,6.2798114645367065,35.43789337021253,28.19000310462589,63.627896474838415,11.47300386667043,5.1254551099319805,16.598458976602412,2.3143574835595953,1.027348931726454,10.152126668736416,0.6598845202089634,6.415543946476033,23.00430757950692,29.419851525982953,20.548070754284662,14.563284758500595,35.111355512785266,16.643754009714964,4.9399688387865455,2.9694803409403354,1.4205847310054074,0.010188958873656909,17.45708287019884,24.21267135976288,41.66975422996171,17.938742744226253,11.411633938495742,29.350376682722,12.43052982586143,3.9212053847103863,2.297147091515376,6.891441274546128,2.4206496233172783,7.8,55.6,51.3,981,722,4517,2885,6739,604,890,8239,0.47662080223880604,0.3507851368159204,2.1945934390547257,1.4016829912935322,3.274156560945274,0.7258628731343284,2.0736162935323383,1287.7043,100.0,4.0,0.0,0.0,0.0,104.0,0.0,104.0,6860,0.05000000074505806,0.3710786958477588,37.209999084472656,2545.599853515625,6860,0.119999997317791,0.4155554234807762,35.11999893188477,2850.710205078125
LGA14870,Lithgow,379.82701,0.0,320.0,0.0,378.3517,320.0,0.0,250.0,300.0,370.0,0.0,0.0,210.0,297.5,280.0,282.5,290.0,1178,2413,1193,1100,2256,2345,2865,3091,2751,1382,516,3591,12850,4649,17.027027027027028,60.92935040303461,22.04362256993836,16782,1966,89.51354811179857,10.486451888201408,4940,1184,5933,1702,1104,49,12057,2855,80.85434549356223,19.14565450643777,45,510,1328,984,2.3,7938,677,1879,1224,5784,9564,45.35481659238944,3.8681293566449546,10.735915895326249,6.9934864586904375,33.047651696948925,54.64518340761055,4,16782,7,3,5,13,14,53,15,4,542,26,15,78,13,16,63,14,12,19,31,52,3,6,19,25,12,8,0,0,57,208,11,3,12,94,19,103,6,27,8,15,4,23,6,3,42,40,25,0,168,2342,4888,1032,5748,1548,1065,49,2540,7.230637324949986,34.98142326378965,21.931980565875964,56.91340382966561,10.580165761646183,5.2643612460703055,15.844527007716492,3.726779079737068,1.840525864532724,14.444126893398115,0.8607498087222647,7.842387146136191,24.330527926549355,32.17291507268554,16.35424636572303,10.864575363427695,27.21882172915073,16.296863045141546,6.503442999234888,5.202754399387911,2.352716143840857,0.014374761480727643,20.926090828138914,22.999618369164228,43.92570919730314,14.641903065767716,9.133698002798626,23.775601068566342,12.046813382521307,4.884874697875588,3.689098079124794,6.462282152397914,3.7781452741381503,7.7,48.3,44.5,231,189,1107,1153,3604,293,398,4292,0.2392666632140453,0.1957636335387643,1.1466155678699053,1.1942617432285465,3.7329742607074414,0.7157284168004557,3.0690351649489878,4512.2563,150.0,16.0,0.0,4.0,0.0,166.0,4.0,170.0,25141,0.07999999821186066,0.29212163320745993,35.029998779296875,7344.22998046875,25141,0.07999999821186066,0.32368321572580644,33.65999984741211,8137.7197265625
LGA14900,Liverpool,862.1691300000001,499.50948,820.0,510.0,766.38361,750.5,327.5,385.0,480.0,592.5,0.0,450.0,390.0,520.0,430.0,490.0,450.0,15611,30691,14886,14554,29760,29691,27132,20680,12609,6433,2283,46302,136703,21325,22.66040229041257,66.90304898937993,10.436548720207508,105550,83346,55.877308148399116,44.122691851600884,82371,9275,30077,8829,9827,4141,121723,22797,84.225712704124,15.774287295876002,33,584,1663,1550,3.2,81921,5983,11333,7082,51704,76102,51.84118767521184,3.7861577112192526,7.171740822538491,4.4816260924042695,32.71928769862615,48.15881232478817,255,105550,702,1451,1652,129,1276,2589,1769,1413,1932,6541,107,518,937,343,5265,861,932,9885,200,2682,87,196,4169,588,685,427,150,438,151,3414,92,1310,61,3945,692,358,164,493,997,544,132,679,1167,670,282,6651,56,393,12938,15427,81128,6784,27652,7101,9490,4124,13244,12.77446625409722,28.85391751142159,22.949491881493856,51.80340939291545,14.44182897351203,7.236417479782832,21.678246453294857,3.3283976865737754,1.252262171431464,9.163218041687232,1.6058591636391744,6.386720259720183,16.76393290561954,23.150653165339726,15.674035711525082,13.078766329133494,28.752802040658572,21.150575867666387,8.933678596274252,5.924866661513487,1.6715621859782022,0.015411570585333491,10.776192015241463,16.12261214214027,26.89880415738173,15.013523398030177,12.1506455508871,27.16416894891728,18.985489989283344,8.670284246517086,6.169731403201388,8.176977903277935,2.3933862928878837,7.5,57.4,53.1,4952,1302,18632,14169,22026,1822,3240,27090,0.6427203997533989,0.16898666407086538,2.4182484830786204,1.838995424900224,2.858755962231091,0.6569973068561602,2.1567215029689484,305.7396,1221.0,0.0,0.0,5.0,0.0,1221.0,5.0,1226.0,1718,0.3499999940395355,7.196320894572178,84.5,12363.279296875,1718,0.3400000035762787,7.655168846405704,96.33000183105469,13151.580078125
LGA14920,Liverpool Plains,229.61111,0.0,183.5,0.0,229.61111,183.5,0.0,0.0,260.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,260.0,456,986,424,335,773,820,1005,1188,976,543,191,1442,4545,1710,18.734571911134207,59.04898012212551,22.21644796674029,6505,342,95.00511172776396,4.994888272236016,1791,439,2066,664,456,25,4296,1145,78.95607425105679,21.043925748943213,45,533,1287,1032,2.3,3005,262,611,481,1895,3249,48.049248480972174,4.189318835944995,9.76974736168852,7.69107771026543,30.30060761112888,51.950751519027826,0,6505,0,0,0,6,0,7,4,0,122,0,0,11,0,0,13,0,0,0,3,9,0,6,0,0,0,0,0,3,13,52,10,0,0,10,0,10,3,8,0,0,0,0,0,0,9,4,4,4,22,842,1765,389,2005,597,440,25,774,7.298684632659608,34.39204363169714,25.296759704844398,59.68880333654155,10.811677895412256,5.421880012832851,16.233557908245107,2.5344882900224577,1.6843118383060636,12.560153994225216,1.104417670682731,7.479919678714858,22.841365461847392,30.32128514056225,20.582329317269075,12.14859437751004,32.730923694779115,15.110441767068277,4.216867469879518,3.5642570281124497,2.9116465863453813,0.013392857142857142,17.891483516483518,23.660714285714285,41.552197802197796,17.20467032967033,10.233516483516485,27.438186813186807,11.881868131868133,3.64010989010989,2.541208791208791,7.417582417582418,4.18956043956044,7.4,52.2,48.3,53,47,388,397,1080,114,141,1330,0.17331589274035314,0.15369522563767168,1.2688031393067365,1.2982341399607586,3.5317200784826683,0.8338783518639634,3.0837148463047743,5082.2397,15.0,1.0,0.0,4.0,0.0,16.0,4.0,20.0,27812,0.03999999910593033,0.2161178599839997,11.8100004196167,6010.669921875,27812,0.07999999821186066,0.24193154385359736,16.180000305175778,6728.60009765625
LGA14950,Lockhart,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,205.0,198,440,189,115,253,304,429,484,372,231,101,638,1774,704,20.474967907573813,56.931964056482656,22.593068035943517,2643,147,94.73118279569893,5.268817204301075,757,198,823,235,169,4,1778,408,81.33577310155535,18.66422689844465,46,585,1408,1114,2.5,1394,88,193,195,616,1092,56.07401448109413,3.5398230088495577,7.763475462590506,7.843925985518905,24.778761061946906,43.925985518905875,0,2643,0,0,0,0,0,6,0,0,47,0,0,3,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,8,28,0,0,0,0,0,10,0,6,5,0,0,0,0,0,4,0,0,0,9,332,752,163,810,211,163,4,288,5.915492957746478,32.354124748490946,26.317907444668013,58.67203219315896,12.112676056338026,5.754527162977867,17.867203219315893,3.138832997987928,1.5694164989939638,12.837022132796779,0.5006257822277848,5.882352941176472,20.40050062578223,26.2828535669587,20.150187734668336,13.892365456821027,34.04255319148936,15.644555694618273,4.755944931163955,5.006257822277847,1.2515644555694618,0.01526032315978456,17.0556552962298,21.36445242369839,38.42010771992819,17.594254937163374,11.041292639138241,28.635547576301608,11.669658886894073,4.129263913824056,3.5008976660682225,9.425493716337524,2.692998204667864,4.0,54.3,52.1,32,28,180,178,503,43,56,603,0.2402582776484721,0.2102259929424131,1.3514528117726556,1.336436669419626,3.7765598017869215,0.7432990464749606,2.5827764847210752,2895.8049,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,16540,0.059999998658895486,0.19126422333169588,4.079999923706056,3163.51025390625,16540,0.15000000596046448,0.26310459492140265,3.9700000286102295,4351.75
LGA15050,Maitland,462.36305,335.625,448.0,326.5,449.36428,431.0,215.0,290.0,360.0,430.0,0.0,370.0,280.0,400.0,350.0,337.5,380.0,5761,11142,4943,4808,10574,10183,9977,8843,6554,3253,1280,16903,49328,11087,21.86166222613104,63.798856669856946,14.339481104012005,66989,6151,91.59010117582716,8.409898824172819,22498,4711,20223,5912,2747,153,47432,8812,84.33255102766519,15.667448972334824,36,644,1664,1415,2.7,29543,2210,5460,3100,20095,30865,48.90577406965965,3.6584558336644153,9.038537941994438,5.131770626407097,33.2654615282744,51.09422593034035,6,66989,39,9,3,83,25,162,22,30,1412,77,20,270,28,42,407,46,6,14,82,66,12,41,10,88,31,3,3,9,118,782,43,58,22,359,67,261,18,309,18,38,30,76,5,6,136,51,62,116,544,4166,22310,3998,19427,5159,2529,153,4077,7.976028871304175,30.720458232625894,24.93626460947588,55.656722842101786,13.824785617322783,8.166407310532067,21.991192927854854,5.193192729199086,2.0958182961957417,7.0870443333443705,0.6790530981797605,4.993869659530323,18.23540507403565,23.22927473356597,16.330283881920213,13.4914646798076,29.82174856172781,21.772139960388564,8.247665754975008,5.936998962557768,1.4429878336319908,0.009126419158179095,11.878947176285912,19.194684773482283,31.073631949768192,15.598875625159712,12.36082210783777,27.95969773299748,18.157923557113133,7.034643887124448,4.9611214543861575,7.385098382798525,2.515241119994159,7.3,62.0,57.4,1260,784,5653,5226,13886,972,1334,16197,0.3708565609234917,0.23075519346350595,1.6638509038892846,1.538171736020768,4.087074765860004,0.6787263726107713,1.5490619683653466,391.5087,750.0,0.0,0.0,10.0,0.0,750.0,10.0,760.0,2173,0.17000000178813934,1.9479889463731015,37.650001525878906,4232.97998046875,2173,0.23000000417232516,2.150984741716521,45.77999877929688,4674.08984375
LGA15240,Mid-Coast,459.60599,337.72356,430.0,319.445,435.65111,415.0,210.0,270.0,350.0,410.0,0.0,270.0,270.0,360.0,275.0,330.0,330.0,4118,9820,4782,3453,6705,8264,11361,14612,15411,8365,3421,13938,49177,27197,15.433165027903271,54.452342988750104,30.11449198334662,74289,8449,89.7882472382702,10.211752761729796,22398,5108,26425,9023,5199,211,53931,14433,78.88801123398281,21.1119887660172,52,476,1108,887,2.2,37812,3130,8908,6601,19914,38553,49.514830092319784,4.098736332089308,11.665029791134682,8.644012309304,26.07739147515223,50.485169907680216,3,74289,18,8,10,94,34,122,56,68,3108,41,50,377,32,32,205,52,19,17,131,132,23,43,21,59,100,25,11,19,347,946,75,11,52,304,64,333,19,210,28,32,8,85,7,4,185,26,71,46,698,7568,22116,4473,25665,8368,4970,207,7818,6.553642730902664,41.313085029783345,25.798258820449046,67.11134385023236,9.204686784054461,4.025659488119395,13.230346272173856,1.8236564770570136,1.0682725666033908,10.2127381030307,1.0147787218620383,8.452462449160391,29.88764949865099,38.34011194781139,20.718398904683283,11.198808037691784,31.917206942375067,11.891434784359523,3.1691700559739058,2.1463375347320097,2.408086014577377,0.013161525302135643,19.927156337950443,28.70702499862039,48.63418133657082,17.2727774405386,8.978533193532368,26.25131063407097,9.008884719386348,2.717841178742895,1.6003531813917555,6.724242591468463,3.7470338281551783,9.0,43.2,39.3,1076,906,5552,6012,15546,1234,2276,19050,0.2585177514721817,0.2176738688046437,1.3339131562951234,1.4444318976308146,3.735052940879681,0.8433060480179906,2.3785555200507424,10053.2455,156.0,29.0,0.0,3.0,0.0,185.0,3.0,188.0,55275,0.019999999552965164,0.2569329842265943,27.90999984741211,14201.970703125,55275,0.07999999821186066,0.290984371466531,27.26000022888184,16084.1611328125
LGA15270,Mid-Western Regional,383.36364,0.0,350.0,0.0,378.70583999999997,345.0,205.0,270.0,335.0,400.0,0.0,310.0,275.0,350.0,300.0,350.0,320.0,1686,3218,1325,1105,2677,2756,3410,3164,2823,1425,487,4904,14437,4735,20.368832031898986,59.96427978069447,19.666888187406546,19525,1811,91.51199850018749,8.488001499812523,6312,1403,6056,1736,1198,62,13771,2996,82.13156796087553,17.86843203912447,42,547,1433,1131,2.4,9272,799,1857,1300,5953,9909,48.33950263281373,4.16558052239195,9.681455607111204,6.777540274229707,31.03592096345341,51.66049736718627,0,19525,7,4,3,21,8,36,14,5,562,18,8,77,19,3,50,5,0,0,30,32,8,13,6,17,20,0,0,3,65,231,3,0,3,78,16,57,3,71,10,4,0,21,0,3,50,23,16,18,177,2740,6250,1211,5860,1577,1140,59,2360,7.467515524709076,33.601210666388354,22.355581067682515,55.95679173407086,10.113239054427805,5.875906695193862,15.989145749621668,5.202734436153003,2.4839534519647235,12.899859103480663,0.871853923342655,7.682184569830563,21.023194604375718,28.70537917420629,16.31847343313045,11.120250041125184,27.43872347425564,17.5357789110051,7.139332126994572,5.9878269452212525,2.122059549267972,0.013803331051791013,17.351129363449694,21.446497832534792,38.797627195984475,14.738763404061144,9.776408852384213,24.51517225644536,14.07711613050422,5.66963267168606,4.357745836185261,7.58612822267853,3.616244581336984,6.5,54.1,50.6,260,216,1610,1307,4121,319,448,4888,0.2386634844868735,0.1982742794198641,1.4778777308610245,1.1997429777859372,3.7828162291169445,0.7040572792362768,2.649164677804296,8752.259,23.0,18.0,0.0,0.0,0.0,41.0,0.0,41.0,48405,0.03999999910593033,0.2532730025307303,43.810001373291016,12259.6796875,48405,0.059999998658895486,0.2917529342268361,36.86000061035156,14122.30078125
LGA15300,Moree Plains,175.16666999999998,0.0,130.0,0.0,175.16666999999998,130.0,135.0,180.0,270.0,360.0,0.0,0.0,165.0,270.0,0.0,0.0,250.0,1036,1846,755,769,1640,1642,1823,1606,1224,631,176,2882,8235,2031,21.919683602068762,62.63310009126864,15.44721630666261,10675,688,93.94526093461235,6.054739065387663,3399,750,2839,928,687,55,6988,1670,80.7114807114807,19.28851928851929,38,669,1480,1240,2.5,4478,411,707,603,4075,5796,43.585750437998826,4.000389332295113,6.881448316137824,5.8691843488417375,39.6632275647265,56.414249562001174,0,10675,0,3,3,7,0,7,6,0,80,45,0,11,3,13,54,4,0,0,10,8,3,3,8,5,0,9,0,0,11,90,17,0,6,50,3,15,0,38,8,9,4,11,0,0,15,3,3,10,84,1799,3353,673,2732,856,666,55,1576,6.326034063260341,27.036496350364967,23.912408759124087,50.94890510948906,13.703163017031631,6.67639902676399,20.379562043795623,3.0072992700729926,2.4914841849148415,16.846715328467152,1.2349588347055098,7.7580747308423055,17.447751741608613,25.205826472450923,16.49778340721976,12.824572514249525,29.322355921469285,18.04939835338822,5.889803673210893,4.844838505383153,4.0215326155794795,0.013879709187045605,14.452522582066536,18.90284203569068,33.35536461775722,16.633619740030845,11.544393038114126,28.178012778144964,14.232209737827716,5.419695968274951,3.3707865168539324,8.680326063009472,5.375633399427186,6.4,57.5,53.8,114,106,819,657,1635,131,181,1947,0.2195727960862112,0.2041641788170034,1.577457192935149,1.2654326932336908,3.149136154394345,0.6009360734991044,3.5998382095186736,17906.5241,1.0,2.0,0.0,1.0,0.0,3.0,1.0,4.0,95731,0.009999999776482582,0.182802225441602,53.91999816894531,17499.83984375,95731,0.09000000357627869,0.2333593978504873,26.399999618530273,22339.728515625
LGA15350,Mosman,4083.07936,1409.62105,3585.0,1240.0,2475.62025,2177.5,500.0,680.0,1220.0,2250.0,0.0,735.0,620.0,1500.0,710.0,1272.5,685.0,1493,3521,1575,1280,3407,4088,4273,3390,3000,1542,910,5014,18013,5452,17.605955265283193,63.25011411917554,19.143930615541283,16952,9515,64.04957116409113,35.950428835908866,17798,1027,1892,555,222,45,20717,822,96.1836668369005,3.8163331630994937,42,1295,3671,2522,2.4,12196,490,2070,1224,7483,11267,51.97971273920641,2.088394493457785,8.82240122746452,5.216724204065977,31.892767335805306,48.0202872607936,0,16952,19,11,7,142,31,520,62,46,2428,31,169,219,46,207,231,57,76,11,210,160,194,89,23,146,10,14,9,76,123,801,49,15,43,151,93,229,126,488,18,53,43,93,14,36,537,63,67,36,1210,2008,17720,706,1613,292,140,45,1911,9.407903150176905,14.27597084274692,13.909373801099793,28.18534464384671,12.685962743509956,10.797561703397417,23.48352444690737,10.426701905452065,19.421117694701394,9.075408158915554,0.931222562192364,1.7560196887056003,4.696022349341494,6.452042038047093,6.664892909405348,6.1061593720899285,12.771052281495278,15.059199148596516,14.40734335506186,37.248902487694565,0.9445257416522548,0.013904034896401308,5.797891675754272,8.896764812795348,14.694656488549619,9.614685568884042,9.033078880407123,18.647764449291166,14.422028353326066,14.158487822609962,25.945110868774986,9.133042529989094,1.6085059978189749,3.9,62.1,59.7,3317,723,7415,2308,1070,119,441,1632,2.226368743581655,0.4852772389537342,4.976944297153443,1.549128447448435,0.7181834656715015,0.3758717203514401,1.6209467940155853,8.6503,207.0,0.0,0.0,0.0,0.0,207.0,0.0,207.0,50,1.940000057220459,10.461600341796872,26.899999618530273,523.0800170898439,50,2.4600000381469727,11.92260009765625,31.170000076293945,596.1300048828125
LGA15520,Murray River,330.5,0.0,310.0,0.0,320.4,305.0,0.0,0.0,330.0,0.0,0.0,0.0,250.0,332.5,0.0,0.0,310.0,638,1356,600,434,1089,1112,1496,1822,1784,994,341,1994,6553,3119,17.09240528030173,56.171781244642546,26.735813475055718,9785,814,92.32003019152752,7.679969808472498,3045,1590,2166,1021,759,26,6801,1806,79.01707912164517,20.982920878354825,49,558,1333,1061,2.3,5340,330,847,760,2408,4345,55.136809499225606,3.407330924109448,8.745482705214249,7.8471863706763045,24.863190500774394,44.8631905007744,0,9785,3,0,0,3,0,12,3,0,231,14,0,32,7,7,21,0,3,0,12,36,4,0,0,15,11,0,0,11,38,90,9,3,0,55,0,57,3,33,3,15,6,13,0,0,14,5,5,0,45,1083,3023,1499,2072,933,717,26,1052,6.586146381748736,33.93207391349231,26.891710539898835,60.82378445339114,12.23288943945494,5.078971817900278,17.311861257355222,2.3536698668318365,1.486528336946423,11.438009703726644,1.5414258188824663,7.032755298651253,21.77263969171484,28.805394990366093,19.62106615285806,12.684649967886964,32.305716120745025,16.987797045600512,4.688503532434169,3.2755298651252414,2.761721258831085,0.016364043936337145,16.700291414481057,23.335574983187627,40.035866397668684,17.260703878054247,10.087424344317418,27.348128222371674,13.203317641784356,3.743555256668909,2.3537323470073974,7.173279533736831,4.5057162071284464,3.7,53.6,51.6,103,112,763,708,1757,107,168,2033,0.21295511402402464,0.2315628424338909,1.5775218640808817,1.4638079682428102,3.632642090681663,0.568569479190357,2.710525771703848,11863.4771,9.0,2.0,0.0,0.0,0.0,11.0,0.0,11.0,67751,0.07999999821186066,0.22469030957568886,24.6299991607666,15222.9931640625,67751,0.119999997317791,0.2916944376282269,22.729999542236328,19762.58984375
LGA15560,Murrumbidgee,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,200.0,0.0,0.0,180.0,218,569,251,174,436,448,542,535,373,220,70,787,2386,663,20.51616266944734,62.200208550573514,17.283628779979146,3107,231,93.07968843618931,6.920311563810666,920,281,878,292,261,9,2079,562,78.72018174933737,21.279818250662625,41,659,1461,1197,2.5,1511,138,226,174,1000,1538,49.5572318793047,4.526074122663169,7.412266316825188,5.706789111183995,32.797638570022954,50.44276812069531,0,3107,3,0,0,0,0,3,0,0,39,0,0,3,4,3,16,0,0,3,11,14,0,3,0,3,4,0,0,0,11,31,4,0,0,15,0,9,0,15,0,0,0,3,0,0,6,0,0,3,14,497,904,245,839,263,247,9,399,6.9371727748691105,26.83246073298429,27.42146596858639,54.25392670157069,14.986910994764395,6.1845549738219905,21.17146596858639,2.225130890052356,1.7342931937172774,13.678010471204187,0.3171247357293869,5.602536997885835,19.02748414376321,24.63002114164905,19.344608879492604,14.587737843551798,33.9323467230444,17.970401691331922,4.651162790697675,3.2769556025369977,2.3255813953488373,0.010294117647058823,12.941176470588234,21.69117647058824,34.632352941176464,18.014705882352946,12.573529411764708,30.588235294117645,13.602941176470587,3.602941176470588,2.1323529411764706,9.705882352941176,4.705882352941177,4.5,58.9,56.1,28,25,227,191,514,30,68,608,0.1885014137606032,0.1683048337148243,1.5282078901306049,1.2858489295812576,3.4603473811767875,0.6597549481621112,3.1775952605358824,6882.8151,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,39106,0.07999999821186066,0.21245565937771696,10.15999984741211,8308.291015625,39106,0.12999999523162842,0.26124150645840793,8.319999694824219,10216.1103515625
